Chi_tieu,Gia_tri,Don_vi
Các công ty liên quan,227225509,Nghin VND
Công ty Cổ phần Hưng Thắng Lợi Gia Lai,242001200,Nghin VND
Công ty TNHH Điện Hoàng Anh Attapeu,39770165,Nghin VND
Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,35863667,Nghin VND
Công ty TNHH Khoáng sản Hoàng Anh Xê kông,3722605,Nghin VND
Công ty TNHH MTV Xây lắp Điện,1177000,Nghin VND
Công ty Cổ phần Xây dựng và Phát triển Nhà Hoàng Anh,891591,Nghin VND
Ông Phan Thanh Thủ,1600000,Nghin VND
Các khoản khác,479201,Nghin VND
TỔNG CỘNG,1082052198,Nghin VND
