Chi_tieu,Gia_tri,Don_vi
Lãi cho vayBán hàng và cung cấp hợp đồng xây dựng,8867702,Nghin VND
Lãi cho vayBán hàng và cung cấp hợp đồng xây dựng,2912994,Nghin VND
Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,144322646,Nghin VND
Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,617546,Nghin VND
Bán hàng và cung cấp dịch vụLãi cho vay,13824953,Nghin VND
Bán hàng và cung cấp dịch vụLãi cho vay,12951112,Nghin VND
Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,29558962,Nghin VND
Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,108699443,Nghin VND
Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,2391907,Nghin VND
Công ty TNHH MTV Hoàng Anh An Đông Meas,8723420,Nghin VND
Công ty TNHH MTV Hoàng Anh An Đông Meas,5488792,Nghin VND
Công ty TNHH MTV Hoàng Anh Lum Phát,9834915,Nghin VND
Công ty Cổ phần Thẻ thao Hoàng Anh Gia Lai,27418296,Nghin VND
Bán hàng và cung cấp dịch vụ xây dựngLãi cho vay,12146031,Nghin VND
Bán hàng và cung cấp dịch vụ xây dựngLãi cho vay,71783998,Nghin VND
Lãi cho vayBán hàng và cung cấp dịch vụ xây dựngMua hàng hóa,188735979,Nghin VND
Lãi cho vayBán hàng và cung cấp dịch vụ xây dựngMua hàng hóa,14853050,Nghin VND
Lãi cho vayBán hàng và cung cấp dịch vụ xây dựngMua hàng hóa,15165844,Nghin VND
Bán hàng và Cung cấp dịch vụ xây dựngLãi cho vay,24321184,Nghin VND
Bán hàng và Cung cấp dịch vụ xây dựngLãi cho vay,240767558,Nghin VND
Công ty Cổ phần Phú Hoàng Anh,23673524,Nghin VND
Ông Đoàn Nguyên Đức,28909696,Nghin VND
Công ty Cổ phần Đầu tư Bắt động sản An Phú,33387832,Nghin VND
Công ty Cổ phần Xây dựng Huynh Đệ,14109705,Nghin VND
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,12428087,Nghin VND
Công ty TNHH MTV Đại Lộc Hưng Thịnh,8434522,Nghin VND
Công ty TNHH An Tiến,10116917,Nghin VND
Công ty TNHH MTV Nguyên vật liệu Hoàng Thơ,11893703,Nghin VND
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,23325639,Nghin VND
Công ty Cổ phần Xây Dụng và Phát Triển Nhà Hoàng Anh,118172422,Nghin VND
Công ty Cổ phần An Đông Mia,3447987,Nghin VND
Ông Từ Minh Đăng,676200000,Nghin VND
Ông Nguyễn Quyền,935057000,Nghin VND
Ông Hoàng Trọng Hưng,516700000,Nghin VND
