Chi_tieu,Gia_tri,Don_vi
Công ty Hà Đô 45,62755574348,VND
Bà Nguyễn Thị Lan Công ty TNHH,3415000000,VND
Nam Việt Công ty TNHH,3356516900,VND
Apave - Châu Á Thái Bình Dương,704261250,VND
Bà Trịnh Thị Thanh Thúy Công ty Cổ phần,462500000,VND
Gạch nhẹ Phúc Sơn Công ty Cổ phần,426495800,VND
Vinaconex 3 Trường mầm non,442574358,VND
Tư thực VietKids Công ty Cổ phần,665892000,VND
Tư vấn Kiến trúc và Xây dựng Thành phố Hồ Chí Minh Tổng Công ty Xây,417625000,VND
lắp Thuỷ lợi 4 Các khách hàng khác,185031250,VND
lắp Thuỷ lợi 4 Các khách hàng khác,8760541512,VND
