Chi_tieu,Gia_tri,Don_vi
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,398208195,Nghin VND
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,180570736,Nghin VND
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,99243127,Nghin VND
Công ty TNHH MTV Xây lắp điện,24564938,Nghin VND
Công ty TNHH MTV Xây lắp điện,17748342,Nghin VND
Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,27735918,Nghin VND
Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,16661083,Nghin VND
Công ty TNHH Phát triển Nông nghiệp MTV Thăng Long,17019244,Nghin VND
Công ty TNHH MTV Đại Lộc Hưng Thịnh,8434522,Nghin VND
Công ty TNHH An Tiến,11363773,Nghin VND
Công ty Cổ phần Hưng Thắng Lợi,30091300,Nghin VND
Công ty Cổ phần Hưng Thắng Lợi,10170174,Nghin VND
Bà Trương Thị Trúc Thiên Trang,7584732,Nghin VND
