Chi_tieu,Gia_tri,Don_vi
Cho vay ngắn hạn bên liên quan (TM số 34.2),633710952,Nghin VND
Cho vay ngắn hạn các bên khác,91177884,Nghin VND
Cho vay dài hạn bên liên quan (TM số 34.2),6130524711,Nghin VND
Cho vay dài hạn Chính phủ Lào - Dự án sân bay quốc tế Attapeu,15020312,Nghin VND
Cho vay dài hạn các bên khác,42880908,Nghin VND
TỔNG CỘNG,6913314767,Nghin VND
Bà Lê Thùy Dương,73000000,Nghin VND
Công ty Cổ phần Cao su Ban Mê,36340405,Nghin VND
Công ty Cổ phần Bò Đông Dương,13102453,Nghin VND
TỔNG CỘNG,134058792,Nghin VND
