Chi_tieu,Gia_tri,Don_vi
Chi phí lãi vay,-27191064,Nghin VND
Công ty có cùng thành viên HĐQT,-5172794,Nghin VND
Bà Kiều Ngọc Hoa,-958904,Nghin VND
Chi phí lãi vay,-154362922,Nghin VND
Công ty có cùng thành viên HĐQT,-4633009,Nghin VND
Cán trừ công nợ,-123024506,Nghin VND
Công ty con của công ty có cùng thành viên HĐQT,-58541505,Nghin VND
Công ty Cổ phần Lê Me,-11685000,Nghin VND
Bên liên quan,-1484326,Nghin VND
Công ty con của công ty có cùng thành viên HĐQT,-20975330,Nghin VND
Công ty Cổ phần Hưng Thắng Lợi Gia Lai,-5000000,Nghin VND
Vay ngắn hạn,-1878507456,Nghin VND
Trái phiếu chuyển đổi Vay ngắn hạn,-897464625,Nghin VND
Bà Kiều Ngọc Hoa,-50000000,Nghin VND
Vay dài hạn,-649106397,Nghin VND
Công ty có cùng thành viên HĐQT,-805260834,Nghin VND
