Chi_tieu,Gia_tri,Don_vi
Vay ngắn hạn,626069951352,VND
Ngân hàng TMCP Việt Nam Thịnh Vượng - Hội sở chính (i),396069951352,VND
Bà Nguyễn Thị Tố Hoài (ii),200000000000,VND
Công ty Cổ phần Sunshine Homes (iii),20000000000,VND
Bà Vũ Thị Huệ (iv),10000000000,VND
Vay dài hạn đến hạn trả,3104500000000,VND
Công ty Cổ phần Tập đoàn Sunshine,1900000000000,VND
Ngân hàng TMCP Phát triển Nhà Thành phố Hồ Chí Minh - Chi nhánh Hà Nội,1200000000000,VND
Ngân hàng Thương mại cố phần Công Thương Việt Nam,4500000000,VND
Trái phiếu ngắn hạn (v),515086301370,VND
